ID,#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,BIG5_Openness,BIG5_Conscientiousness,BIG5_Extraversion,BIG5_Agreeableness,BIG5_Neuroticism,Female,Age
12,b7b7764cfa1c523e4e93ab2a79a946c4,has magic on the brain.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/05/09 04:27 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9834,0.030699999999999998,6.0E-4,0.0077,0.9519,0.9999999999999699,13.596755570224376
13,b7b7764cfa1c523e4e93ab2a79a946c4,"saw Transformers, Up, and Year One this week. Good movie overload. :D",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,06/25/09 04:36 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.29510000000000003,0.8693000000000001,0.1898,0.8412999999999999,0.22769999999999999,1.5974411761189452E-5,45.73281816326863
14,b7b7764cfa1c523e4e93ab2a79a946c4,Who wants to meet up on schedule pick-up day at Oviedo?,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/11/09 03:38 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3356,0.5482,0.2532,0.5064,0.43200000000000005,0.246666648553311,20.409327038624163
15,b7b7764cfa1c523e4e93ab2a79a946c4,"desires the thrill of inspiration. Also, money.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/07/09 09:35 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8901,0.6715000000000001,0.26739999999999997,0.060899999999999996,0.4561,0.017962265875833928,28.866734438566358
16,b7b7764cfa1c523e4e93ab2a79a946c4,is going to bed at 9:30! Yeah!,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/18/09 01:29 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.1527,0.4067,0.8342,0.5142,0.4644,0.6450596240498907,26.174049472944294
17,b7b7764cfa1c523e4e93ab2a79a946c4,"is reading, admiring her permit, and occasionally glancing at her ner McDonald's uniform.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/21/09 10:18 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7475,0.4268,0.376,0.4388,0.45640000000000003,0.79627297266148,25.021972100533496
18,b7b7764cfa1c523e4e93ab2a79a946c4,thinks intangibility should be an option in reality settings.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/31/09 02:27 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8901,0.1107,0.36939999999999995,0.057800000000000004,0.8481000000000001,0.9999999999999699,30.120897750061708
19,b7b7764cfa1c523e4e93ab2a79a946c4,"is tired. *PROPNAME*, let me go to sleep pl0x.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,07/11/09 05:44 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7617,0.3019,0.05,0.5395,0.9875,0.97993142129436,29.475250126485392
20,b7b7764cfa1c523e4e93ab2a79a946c4,is discovering the many flavors of insomnia.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,07/27/09 06:59 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5069,0.43329999999999996,0.3602,0.3836,0.5625,0.7540268030382729,30.479087583529957
21,b7b7764cfa1c523e4e93ab2a79a946c4,"is watching cousin play computer game on televison box thing. Also, sleepy.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,06/16/09 04:52 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.005699999999999999,0.0021,0.2231,0.6731999999999999,0.005,1.0000000994736041E-7,27.56362023285225
22,b7b7764cfa1c523e4e93ab2a79a946c4,Why is it I'm only getting the urge to draw when I have stuff to do for school? D;,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/26/09 12:16 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8901,0.132,0.1137,0.5394,0.5625,0.9999999961982983,1.0
23,b7b7764cfa1c523e4e93ab2a79a946c4,Who'da thought a single text message could be enough to change my mind?,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/30/09 03:39 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6188,0.298,0.5696,0.5142,0.42479999999999996,3.615811088472906E-6,49.88955625964862
24,b7b7764cfa1c523e4e93ab2a79a946c4,wishes to develop a super power that prevents her from needing to sleep.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/01/09 02:05 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7964,0.5596,0.0765,0.7717,0.6919,0.648738768578653,28.82971266041946
25,b7b7764cfa1c523e4e93ab2a79a946c4,"TELL ME WHAT TO DRAW, PLOX.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/02/09 09:14 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6667000000000001,0.3283,0.0131,0.2634,0.7584000000000001,0.9999999999995541,13.226586426028382
26,b7b7764cfa1c523e4e93ab2a79a946c4,"found a bunny, bunny died, buried bunny, now is drawing.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,07/26/09 07:53 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7966,0.1858,0.0103,0.36619999999999997,0.7705,0.9999998352010133,24.31416318320966
27,b7b7764cfa1c523e4e93ab2a79a946c4,<3,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/08/09 11:00 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.38049999999999995,0.41600000000000004,0.4518,0.37189999999999995,0.5538000000000001,0.9999999927900727,22.093100998697064
28,b7b7764cfa1c523e4e93ab2a79a946c4,is just about insane by now.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/08/09 09:46 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5063,0.54,0.7118000000000001,0.48829999999999996,0.4561,0.9914584051115264,21.53950549249922
29,b7b7764cfa1c523e4e93ab2a79a946c4,wants to sleep eight hours tonight. And so she shall.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/17/09 01:32 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.877,0.5625,0.2804,0.777,0.8538,0.17806905380578048,14.076653040333433
30,b7b7764cfa1c523e4e93ab2a79a946c4,"really hates hormones and emotions right now. Well, has hated them a lot recently. Goodness.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/08/09 03:04 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6673,0.44270000000000004,0.28,0.6409999999999999,0.8382,0.9999998958914899,10.612490213022628
31,b7b7764cfa1c523e4e93ab2a79a946c4,has a watch that matches her glasses. She wishes she hadn't spazzed with glee when she saw it in the store.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/01/09 04:34 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3809,0.20920000000000002,0.4515,0.3455,0.5032,0.9999995363882792,26.758024206480663
32,b7b7764cfa1c523e4e93ab2a79a946c4,"loved 9! Allegory, symbolism, talking ragdolls, satire, and explosions! Yes!",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/10/09 02:56 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6313,0.4524,0.17670000000000002,0.373,0.7781,0.7917614325004316,23.971615332512368
33,b7b7764cfa1c523e4e93ab2a79a946c4,can't sit on her futon because she knows as soon as she does she'll lie down and pass out. Uncomfortable rolly desk chair it is. :(,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/14/09 01:29 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.228,0.40630000000000005,0.17670000000000002,0.1606,0.8538,0.9583185762012376,43.7261629629508
34,b7b7764cfa1c523e4e93ab2a79a946c4,"should spend less time writing chapters for the story she'll never finish, and try reading more books. Preferably, during the daytime, and not at 3:00 AM.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/04/09 06:59 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9519,0.5487,0.3404,0.3504,0.22390000000000002,0.7020526471426662,14.566158507282735
35,b7b7764cfa1c523e4e93ab2a79a946c4,is watching kid's cartoons and wishing she weren't so old.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/20/09 11:55 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.381,0.0668,0.2231,0.6386,0.8481000000000001,0.9967930526554312,30.18609885341592
36,b7b7764cfa1c523e4e93ab2a79a946c4,"has work tomorrow, and hopes they teach her how to use the cash register. :D",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/05/09 01:20 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3809,0.8083,0.7199,0.6681,0.5413,0.9887423988916094,27.26087468456824
37,b7b7764cfa1c523e4e93ab2a79a946c4,"is grateful she did most of her work during her wait for a ride home this afternoon and then during the Open House. Sleeeep, she beckons.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/15/09 02:27 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.22190000000000001,0.7034,0.2231,0.4836,0.2228,0.9999999985157945,47.14897547631004
38,b7b7764cfa1c523e4e93ab2a79a946c4,has a really confusing internal dilemma. She also wonders if anyone can guess what it is.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/08/09 02:05 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6673,0.32880000000000004,0.4593,0.2069,0.6914,0.5234321346072569,24.124524213615107
39,b7b7764cfa1c523e4e93ab2a79a946c4,thinks she needs to stop leaving so many pictures half-done before getting new ideas.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/30/09 02:01 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9834,0.5440999999999999,0.2716,0.1697,0.9981,0.9999999788497441,29.492306972405125
40,b7b7764cfa1c523e4e93ab2a79a946c4,"has grown weary of drawing her paranoid, soldier//housewife Jynx character in comic form, and must thusly go to sleep to replenish her desire to work tirelessly on a mere audition.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/16/09 01:39 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9035,0.5771999999999999,0.0802,0.3552,0.5032,0.5704725959153382,34.285240391337396
41,b7b7764cfa1c523e4e93ab2a79a946c4,is seeing 9 tonight... maybe?,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/09/09 09:23 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5058,0.5495,0.9168000000000001,0.6685,0.546,0.014580430878454112,14.975301466135155
42,b7b7764cfa1c523e4e93ab2a79a946c4,"is going to work on comics, then crash into her futon with all the love unconsciousness deserves.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/23/09 09:57 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6188,0.7456,0.8216,0.7226,0.2343,0.3432662157864032,31.427047994280755
43,b7b7764cfa1c523e4e93ab2a79a946c4,WEEKEND. I LOVE YOU.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,08/29/09 02:48 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.34409999999999996,0.9490999999999999,0.9833,0.9943000000000001,0.0326,0.9913191960099151,43.700977264556734
44,b7b7764cfa1c523e4e93ab2a79a946c4,"is listening to Relient K and thinking about plants, lawyers, and internships.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/19/09 01:07 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7531,0.431,0.36869999999999997,0.4935,0.8481000000000001,0.8530489552215056,22.71370264686562
45,b7b7764cfa1c523e4e93ab2a79a946c4,"is drawing instead of homeworking. :| This is fun, but not good.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/24/09 01:28 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.4867,0.253,0.17120000000000002,0.6544,0.4411,0.9927192619927219,11.673170320298281
46,b7b7764cfa1c523e4e93ab2a79a946c4,will sleep like a champion tonight.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/03/09 02:27 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7815000000000001,0.253,0.4639,0.34509999999999996,0.5711999999999999,0.021335562264667034,1.0
47,b7b7764cfa1c523e4e93ab2a79a946c4,"dishes, webcomics, laziness, internal lack of disruption. Alright.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/30/09 07:45 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8901,0.4962,0.1711,0.2069,0.5571,0.9999999999999699,26.689185181985703
48,b7b7764cfa1c523e4e93ab2a79a946c4,"wishes she weren't ticklish sometimes. Right now, though, is not one of those times. :)",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/26/09 12:45 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.4867,0.4962,0.4639,0.7927,0.4561,0.01823791500846581,12.02908916580042
49,b7b7764cfa1c523e4e93ab2a79a946c4,has a magical ceiling.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/10/09 03:24 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5656,0.32880000000000004,0.36979999999999996,0.3836,0.5499,0.9605165498157435,16.328879119326363
50,b7b7764cfa1c523e4e93ab2a79a946c4,"went to bed early, slept in, and still feels like she hasn'tgotten a proper night's sleep.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/13/09 10:35 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8765000000000001,0.2973,0.1292,0.5063,0.9734,9.87774320107271E-4,31.613592384286147
51,b7b7764cfa1c523e4e93ab2a79a946c4,"got taught how to use the register (<3!!!~), enjoyed (500) Days of Summer, and is looking forward to going to the beach Monday.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,09/06/09 12:50 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3667,0.6659999999999999,0.7241,0.5332,0.3379,0.9111211376222976,30.951465420994754
52,b7b7764cfa1c523e4e93ab2a79a946c4,hates FML on principle.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/01/09 11:32 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.33880000000000005,0.195,0.4799,0.4836,0.9873999999999999,0.059556460687346456,1.0
53,b7b7764cfa1c523e4e93ab2a79a946c4,realizes traditional media hate her and has shunned her penvcils in favor of the tablet. That'll learn 'em.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/23/09 07:17 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.29510000000000003,0.3674,0.1845,0.2529,0.7681,0.14933751881908428,30.3530110687576
54,b7b7764cfa1c523e4e93ab2a79a946c4,"was all prepared to do her weekend homeowrk the morning it was due, but realized she left the necessary binder at school. FFFFFFFFFFFFF-",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/12/09 09:33 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.29510000000000003,0.6269,0.4704,0.6386,0.3068,0.9999915391570522,30.033380600926787
55,b7b7764cfa1c523e4e93ab2a79a946c4,"has early work blargedy-argdey-blah. Minimuuum waaaage, I looove youuu.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/11/09 10:33 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3704,0.7873,0.4518,0.4836,0.23070000000000002,0.6230865532208477,43.233103174282235
56,b7b7764cfa1c523e4e93ab2a79a946c4,"Far away // This ship has taken me so far away... Goshdarnit, Muse, stop being so awesome.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,10/05/09 11:36 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8326,0.5870000000000001,0.5307,0.653,0.8423999999999999,0.209604615081491,14.266016661960576
57,b7b7764cfa1c523e4e93ab2a79a946c4,is a little excited to see the talent show.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/09/09 10:50 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8687,0.6715000000000001,0.9833,0.7870999999999999,0.07730000000000001,0.999999999983221,1.0
58,b7b7764cfa1c523e4e93ab2a79a946c4,"is tired. She would sleep, but there's a cat on her desk that requires supervision.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/21/09 10:16 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.7815000000000001,0.2977,6.0E-4,0.255,0.9734,0.9999999999998511,41.05787936452591
59,b7b7764cfa1c523e4e93ab2a79a946c4,"I don't hate you.// Well, you found me. Congratulations. Was it worth it?// The only thing you've managed to break so far is my heart.// This isn't brave. It's murder.// What did I ever do to you?// You don't care, do you.// Please proceed to Andorid Hell.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/07/09 04:29 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.4772,0.1855,0.344,0.15869999999999998,0.9072,0.10870816909216585,14.197382371918303
60,b7b7764cfa1c523e4e93ab2a79a946c4,"needs a stupid, fluffy book to read inbetween experiences of normalcy.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/06/09 03:14 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9834,0.2937,0.11710000000000001,0.16260000000000002,0.45299999999999996,0.9999969376512585,34.605856808157704
61,b7b7764cfa1c523e4e93ab2a79a946c4,will be up very late so she can ride with her dad to the airport to pick up her mamacita from a (as of now) 11:20 PM landing in from Illinois.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/01/09 02:32 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3436,0.5875,0.6522,0.39390000000000003,0.4604,0.6470948012552137,51.103468710965785
62,b7b7764cfa1c523e4e93ab2a79a946c4,"IS IN COMPLETE LOVE WITH THE BLACKBERRY HER MOM JUST SURPRISED HER WITH. AND YES. SHE IS SO EXCITED, THAT CAPS ARE COMPLETELY NECESSARY. <3 <3 <3 <3 <3<3",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/05/09 10:04 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8901,0.5482,0.9045000000000001,0.38299999999999995,0.9068999999999999,0.9999999999999699,1.0
63,b7b7764cfa1c523e4e93ab2a79a946c4,"is looking forward to early January. Not the birthday per se, but the potential to meet a good friend. :)",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/10/09 01:23 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.4772,0.6944,0.48350000000000004,0.8808,0.5664,0.9681156907668637,54.80066713792735
64,b7b7764cfa1c523e4e93ab2a79a946c4,needs to stop listening to her normal playlist if she wants to stop waking up feeling like she's missed something big.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/13/09 01:10 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9834,0.9387000000000001,0.9648,0.6436,0.9981,0.999999982240276,52.225246100989295
65,b7b7764cfa1c523e4e93ab2a79a946c4,spews toxic gas into your personal air bubble. It's super effective!,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/13/09 04:21 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9834,0.8695,0.8059999999999999,0.9536,0.005,0.3650051196221613,71.1676333516946
66,b7b7764cfa1c523e4e93ab2a79a946c4,"has a comfortably comfy and mildly oversized cotton jacket from Wal*Mart. Yay, it's so soft. <3 <3 <3",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/28/09 01:47 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6503,0.3061,0.4679,0.38299999999999995,0.3389,0.9999998398364394,17.852618450126286
67,b7b7764cfa1c523e4e93ab2a79a946c4,"thinks Oviedo play was awesome (as it should be. Sleep, though-- she beckons sweetly with the promise of dreams and pillow-related comfort. Night all.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/05/09 02:54 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.9834,0.12279999999999999,0.9662000000000001,0.6617000000000001,0.4604,0.09483320592645662,4.894991065620685
68,b7b7764cfa1c523e4e93ab2a79a946c4,"just made a nucketful of cookies and a bunch of baked fries. :) Yes, I am awesome.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/15/09 05:03 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8326,0.5664,0.5895,0.8742,0.2231,0.7463851857369215,19.282178547362083
69,b7b7764cfa1c523e4e93ab2a79a946c4,"has made more cookies, as well as a bunch of croissants for breakfast and piggies in various blankets for tomorrow afternoon. Despite the late//early hour, this is only further awesomeness.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/17/09 05:21 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.6188,0.7906,0.5688,0.7964,0.5744,0.9904502135024057,29.292769091786308
70,b7b7764cfa1c523e4e93ab2a79a946c4,has a fair idea of how to manage the 2.5 kids cliche... She just needs a very strong gentleman named *PROPNAME* and thriteen wet napkins.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,11/24/09 05:07 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.3812,0.5403,0.4875,0.5395,0.5418999999999999,0.9999988344511583,46.07070426795432
71,b7b7764cfa1c523e4e93ab2a79a946c4,saw Up. Also saw two Chuck Norris movies. FFFFFFFFFFFF- WEIRDEST MIX EVER.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,06/18/09 05:44 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5656,0.3061,0.4515,0.4388,0.6189,0.15092210264348438,22.259928031701982
72,b7b7764cfa1c523e4e93ab2a79a946c4,"has an Autobot lunchbox, and can therefore die happy now. :) In other news, she has also spent the last three hours on an off reading a webcomic that started in 1999.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/21/09 03:58 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.8686,0.5771999999999999,0.1898,0.4388,0.5625,0.6555800120916605,27.366388520425836
73,b7b7764cfa1c523e4e93ab2a79a946c4,", in the post office, with the long-overdue copy of Photoshop for a friend. I win at the game of Clue.",2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/23/09 04:34 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.0259,0.7916,0.3682,0.3455,0.071,9.722956523293676E-5,67.68401310520596
74,b7b7764cfa1c523e4e93ab2a79a946c4,Clakclakclak rawrrrrr mel haxxxxxx RWRRRRRRRR LOLZLOLZLOLZLOLZ IM SO HOOD PUNK STOOPID YO,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/07/09 08:42 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5063,0.4061,0.7128,0.154,0.42479999999999996,0.06552313249581837,14.271912837773298
75,b7b7764cfa1c523e4e93ab2a79a946c4,We are not who you think we are. We are Golden.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/26/09 01:31 AM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.381,0.4485,0.4679,0.4929,0.44689999999999996,0.8119616893236307,27.78614101696305
76,b7b7764cfa1c523e4e93ab2a79a946c4,I am a lumberjack with a Castro Hat.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,12/30/09 06:45 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.4929,0.4156,0.4799,0.385,0.546,0.7380938174235279,24.5090907942438
77,b7b7764cfa1c523e4e93ab2a79a946c4,The day you wake up and realize you've just slept twelve hours and still want to sleep some more is the day you need to get back on a regular sleeping schedule.,2.65,3.00,3.15,3.25,4.40,n,y,n,n,y,07/06/09 07:25 PM,180,14861.6,93.29,0.03,15661,0.49,0.1,0.5125,0.6997,0.0241,0.2743,0.5711999999999999,0.2327073186378394,23.604862286306414
